의원명,제목,언론사,링크,발행일,요약,관련보도수
김형동,"김형동 국회의원, 국민의힘 경북도당위원장 취임",news.bbsi.co.kr,https://news.bbsi.co.kr/news/articleView.html?idxno=4104940,2026-09-07,국민의힘 경북도당위원장 취임,1
김성원,"여야 '메가특구특별법' 소관 상임위 놓고 공방⋯""정무위가 합리적"" vs ""산...",goodkyung.com,https://www.goodkyung.com/news/articleView.html?idxno=291098,2026-09-07,메가특구특별법 소관 상임위 공방,1
나경원,"김승원 '신약 로비' 의혹, 경찰 재수사 검토",thereport.co.kr,https://www.thereport.co.kr/news/articleView.html?idxno=91153,2026-09-07,김승원 후보자 신약 로비 의혹 제기,1
김준혁,"'한국어는 세계로, 영어는 AI로'…경기교육 외국어교육 판 넓힌다",g-enews.com,https://www.g-enews.com/view.php?ud=2026090716394478038fbfc802b3_1,2026-09-07,AP Korean 도입 전략 세미나 개최,1
김남희,"與 경찰개혁추진단 오늘 경찰청 수사개혁위 비공개 면담…""경찰개혁 논...",newsis.com,https://www.newsis.com/view/NISX20260907_0003779048,2026-09-07,경찰청 수사개혁위 비공개 면담,1
송언석,현금서비스 63%가 50대 이상…카드론 막자 현금서비스로,intn.co.kr,http://www.intn.co.kr/news/articleView.html?idxno=2053120,2026-09-07,50대 이상 현금서비스 잔액 63% 차지 지적,1
신동욱,서울 아파트값 상승세 지속 시 2030년 종부세 22개구 확대,insight.co.kr,https://www.insight.co.kr/news/572168,2026-09-07,2030년 서울 22개구 종부세 부과 전망 분석,1
신동욱,현대제철·포스코 美서 '원팀' 승부수…제철소로 관세폭탄 대응,biz.sbs.co.kr,https://biz.sbs.co.kr/article_hub/20000333009?division=NAVER,2026-09-07,서울 집값 상승 시 2030년 종부세 확대 분석,1
소병훈,"박관열 광주시장, '직통현장 100일' 추진… 자활 현장 찾아...",weeklytoday.com,http://www.weeklytoday.com/news/articleView.html?idxno=793308,2026-09-07,장경사 의승군 문화제 참석,1
박대출,개인투자자 '반대매매' 후 미상환 원금 88억 원…1년 새 8배 증가,ilyoseoul.co.kr,https://www.ilyoseoul.co.kr/news/articleView.html?idxno=522213,2026-09-07,개인투자자 미상환 원금 급증 지적,1
소병훈,전란에 나라 지키던 스님 기리는 광주시…“호국정신 잇겠다”,munhwa.com,https://www.munhwa.com/article/11614975?ref=naver,2026-09-07,장경사 의승군 문화제 참석,1
김선교,방문간호·재택의료 다학제 팀에 간호조무사 활용 길 열리나,akomnews.com,https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=68279,2026-09-07,간호조무사 활용 의료법 개정안 공동발의,1
김동아,김승원 '신약 로비' 의혹 파장...'성공한 로비' vs '캐비닛 장사',newsverse.kr,https://www.newsverse.kr/news/articleView.html?idxno=11384,2026-09-07,한동훈 수사기록 유출 공수처 고발,1
김현,"與 과방위원들 ""이진숙, 사과하고 국회의원직 물러나야""",news.tvchosun.com,https://news.tvchosun.com/site/data/html_dir/2026/09/07/2026090790130.html,2026-09-07,이진숙 의원직 사퇴 촉구,1
김민전,"野 “김승원 가족근무 조합, 金지역구로 옮긴뒤 8.8억 정부 지원”",donga.com,https://www.donga.com/news/Politics/article/all/20260907/134615791/2,2026-09-07,김승원 후보자 가족근무 조합 정부 지원 지적,2
박대출,"개미, 증시 급락에 주식 다 뺏기고도 남은 빚 급증",chosun.com,https://www.chosun.com/economy/stock-finance/2026/09/07/BZODTMSAAVHRNKGOVQQODXOX3A/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,2026-09-07,주식시장 변동성 따른 투자자 빚 증가 지적,1
김은혜,"서천호 등 11인 ""수산관련 부문 세제특례 일몰기한 연장...",jeonmae.co.kr,https://www.jeonmae.co.kr/news/articleView.html?idxno=1289345,2026-09-07,수산부문 세제특례 일몰기한 연장 법안 발의,1
박해철,"외국인 노동자 휴면보험금 323억원...박해철 의원 ""활용방안 마련해야""",kmaeil.com,https://www.kmaeil.com/news/articleView.html?idxno=650820,2026-09-07,외국인 노동자 휴면보험금 활용방안 촉구,1
문진석,오늘의 주요뉴스…아마존 화물기 활주로 이탈…5명 사망,news.sbs.co.kr,https://news.sbs.co.kr/news/endPage.do?news_id=N1008741138&plink=ORI&cooper=NAVER,2026-09-07,5살 미만 아동 임대소득 신고 현황 공개,1
박홍배,"전재수 “사직야구장 예산 늘렸다”…국민의힘, 허위사실 고발",ekn.kr,https://www.ekn.kr/web/view.php?key=20260907029291661,2026-09-07,전재수 시장 관련 정부 자료 제시하며 반박,1
박대출,"주식 강제매각도 역부족…개미, 못 갚은 빚 늘었다",dailian.co.kr,https://www.dailian.co.kr/news/view/1687248/?sc=Naver,2026-09-07,증권사 미상환 원금 현황 공개,1
김남국,'인사 시스템' 도마 위,sisaweek.com,https://www.sisaweek.com/news/articleView.html?idxno=237745,2026-09-07,대통령비서실 디지털소통비서관 사직,1
안도걸,"""제기능 잃은 퇴직연금 디폴트옵션, 100% 원리금 보장 상품 제외해야""",edaily.co.kr,https://www.edaily.co.kr/News/Read?newsId=03863846645577824&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,2026-09-07,퇴직연금 디폴트옵션 원리금 보장 제외 촉구,1
신정훈,"조국, 李 면소 주장은 오월동주 해법...'831억 합작 방탄' 논란 부를 수...",newsverse.kr,https://www.newsverse.kr/news/articleView.html?idxno=11383,2026-09-07,면소판결 관련 공직선거법 개정안 발의,1
김동아,"'김승원 의혹' 일파만파...한동훈 저격에 與, 공수처 고발 '역공'",inews24.com,http://www.inews24.com/view/2002425,2026-09-07,한동훈 의원 공수처 고발,1
김대식,"에어부산, 진에어에 흡수돼 서울로… 균형발전 역류 탄 대한항공",seoul.co.kr,https://www.seoul.co.kr/news/economy/2026/09/07/20260907006001?wlog_tag3=naver,2026-09-07,에어부산 수도권 이전 우려 표명,1
박해철,외국인 노동자 못 찾아간 보험금 323억…역대 최대,newsis.com,https://www.newsis.com/view/NISX20260906_0003777967,2026-09-07,외국인 노동자 미수령 보험금 323억 지적,1
김윤덕,정성호·안규백·김윤덕 여의도 컴백…민주당 계파 지형 '격랑',dailian.co.kr,https://www.dailian.co.kr/news/view/1687018/?sc=Naver,2026-09-07,국토교통부 장관서 여의도 복귀,1
김동아,"민주당 “한동훈, 공무상 비밀누설 혐의 등 고발”…처벌받나",ichannela.com,https://www.ichannela.com/news/main/news_detailPage.do?publishId=000000549131,2026-09-07,한동훈 공무상 비밀누설 혐의 고발,1
박홍배,개인투자자 '반대매매' 후 미상환 원금 88억 원…1년 새 8배 증가,ilyoseoul.co.kr,https://www.ilyoseoul.co.kr/news/articleView.html?idxno=522213,2026-09-07,개인투자자 반대매매 미상환 원금 증가 질의,1
서영석,"""1인1약국, 개설에 운영도 처벌""…창고형약국은 경영지배가 핵심",kpanews.co.kr,https://www.kpanews.co.kr/news/articleView.html?idxno=542799,2026-09-07,1인 1개소 약사법 개정안 11월 시행,1
김태규,"김승원 법무부 장관 후보자, 제넨셀 청탁 의혹부터 경기도당 비자금까지...",gokorea.kr,https://www.gokorea.kr/news/articleView.html?idxno=877377,2026-09-07,김승원 후보자 배우자 부동산 재산누락 의혹 제기,1
송언석,가계대출 총량 넘긴 지방銀…전북銀 1.1조 초과,sedaily.com,https://www.sedaily.com/article/20087625?ref=naver,2026-09-07,전북은행 가계대출 급증 질의,1
백승아,개인정보 18만건 유출된 서강대···교육부는 3년 연속 ‘보호 우...,khan.co.kr,https://www.khan.co.kr/article/202609071649001,2026-09-07,서강대 개인정보 유출 자료 공개,1
박해철,AI 진단·디지털치료기기 규제 완화…‘보건의료 특화 샌드박스’ 추진,akomnews.com,https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=68280,2026-09-07,보건의료 특화 샌드박스 개정안 공동발의,1
김기현,"""기상청 산하기관 채용 비리·행정 부실 반복""",ulsanpress.net,https://www.ulsanpress.net/news/articleView.html?idxno=582574,2026-09-07,기상청 채용비리 지적,1
신성범,"거창군, 지방소멸 막을 농어촌기본소득 시범사업 유치 총력전 나선다",newsgn.com,https://www.newsgn.com/news/articleView.html?idxno=572000,2026-09-07,농어촌기본소득 입법지원 토론회 개최,1
배준영,"돌아오지 않는 5만원권, 전북 환수율 고작 15.3%",domin.co.kr,http://www.domin.co.kr/news/articleView.html?idxno=1567916,2026-09-07,전북 5만원권 환수율 저조 지적,1
김미애,"LH 직원 주택대출, 정부지침 3건 미준수…임차자금 최대 1.4억원",4th.kr,http://www.4th.kr/news/articleView.html?idxno=2117571,2026-09-07,LH 직원 주택대출 정부지침 미준수 지적,1
김건,관세·투자 이어 쿠팡·안보까지…“한미 통상 ‘복합 압박’ 대응 다변...,edaily.co.kr,https://www.edaily.co.kr/News/Read?newsId=03345606645577824&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,2026-09-07,한미 통상 현안 세미나 주최,1
강민국,국세청 해외계좌 미신고 제보 470건…포상금 지급은 11년간 3건,tfmedia.co.kr,https://www.tfmedia.co.kr/news/article.html?no=207019,2026-09-07,해외계좌 미신고 제보 대비 포상금 저조 지적,1
서지영,"북항 돔야구장 놓고 여야 공방…국민의힘, 전재수 허위사실 고발",news.bbsi.co.kr,https://news.bbsi.co.kr/news/articleView.html?idxno=4105110,2026-09-07,전재수 북항 돔야구장 발언 고발,1
강승규,"""스마트 축산지구 규제해법…유연성·섬세함 모두 확보...",shinailbo.co.kr,https://www.shinailbo.co.kr/news/articleView.html?idxno=5058745,2026-09-07,농촌공간 재구조화법 개정안 대표발의,1
김정재,"‘유모차 출근’ 용혜인, ‘아이돌봄 지원법’엔 반대…이유는?",kmib.co.kr,https://www.kmib.co.kr/article/view.asp?arcid=9000009701&cp=nv,2026-09-07,아이돌봄 지원법 개정안 대표발의,1
김의겸,"""한동훈, 직접 입증해야"" vs ""청문위원 선임해달라"" [정치ON]",ytn.co.kr,https://www.ytn.co.kr/_ln/0101_202609071641077386,2026-09-07,한동훈 의원을 향한 공세 지속 비판,1
김의겸,"민주, 전담 대응팀 구성해 김승원 '엄호'…용혜인에는 '거리두기'",imaeil.com,https://www.imaeil.com/page/view/2026090716151619819,2026-09-07,김승원 관련 야당 공세에 적극 엄호,1
김민전,"'제넨셀 특혜 의혹' 진실 공방…김승원 ""한동훈, 청문회서 입증...",polinews.co.kr,https://www.polinews.co.kr/news/articleView.html?idxno=742431,2026-09-07,미인가 학교 명칭 사용 문제 제기,1
김태규,"""김승원 아내와 아들이 김승원 딸 면접 본 뒤 채용""",wikitree.co.kr,https://www.wikitree.co.kr/articles/1157689,2026-09-07,김승원 후보자 복지기관 4대보험료 편법 절감 의혹,1
권칠승,"권칠승의원 등 14인, 사법경찰관리의 직무를 수행할 자와 그...",lawissue.co.kr,http://www.lawissue.co.kr/view.php?ud=202609071559056018b50722e900_12,2026-09-07,사법경찰직무법 개정안 대표발의,1
서지영,"""허위냐 진짜냐""…국회로 번진 전재수 '사직구장·돔구장' 발언",news1.kr,https://www.news1.kr/local/busan-gyeongnam/6282670,2026-09-07,전재수 부산시장 선거법 위반 고발,1
박지원,“용혜인 청문회 버텨서 무슨 이득이”…與 개각 전략 고심,sedaily.com,https://www.sedaily.com/article/20088158?ref=naver,2026-09-07,용혜인 후보자 청문회 통과 어려울 것,1
박해철,외국인 노동자 휴면보험금 323억 ‘역대최대’…보험금 찾아주기 ‘비상...,biz.heraldcorp.com,https://biz.heraldcorp.com/article/10864625?ref=naver,2026-09-07,외국인 노동자 휴면보험금 대책 촉구,1
문금주,"민주당, 장동혁 ‘농지 빼앗는다’ 주장 반박...“사실왜곡 사과해야”",m-economynews.com,https://www.m-economynews.com/news/article.html?no=70497,2026-09-07,농해수위 전체회의 참석,1
김문수,조용식 울산교육감 국회 방문…지방교육재정교부금 개편 중단 촉구,iusm.co.kr,https://www.iusm.co.kr/news/articleView.html?idxno=1067571,2026-09-07,시도교육감 만나 안정적 교육재정 확보 요청 받아,1
박지원,"'제넨셀 특혜 의혹' 진실 공방…김승원 ""한동훈, 청문회서 입증...",polinews.co.kr,https://www.polinews.co.kr/news/articleView.html?idxno=742431,2026-09-07,한동훈 의원 녹취록 입수 경위 밝혀야,1
김대식,유모차 밀고 출근 용혜인 '아이돌봄' 여성법안 반대…내로남불...,news.tvchosun.com,https://news.tvchosun.com/site/data/html_dir/2026/09/07/2026090790062.html,2026-09-07,여성법안 표결 기권,1
김태규,"김태규 ""김승원 부부, 청문회 앞두고 5년치 종소세 지각 신고""",edaily.co.kr,https://www.edaily.co.kr/News/Read?newsId=02761766645577824&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,2026-09-07,김승원 부부 5년치 종소세 지각신고 의혹 제기,1
박지원,신약 로비 의혹에 '민주당 오빠들' 등장?…'게이트' 번지나,news.jtbc.co.kr,https://news.jtbc.co.kr/article/NB12317126?influxDiv=NAVER,2026-09-07,한동훈 검찰 기소유예 처분 경위 해명 요구,1
김성원,대형마트 규제 완화...이해당사자 간 대화협의체 마련 긴요,youthdaily.co.kr,https://www.youthdaily.co.kr/news/article.html?no=226427,2026-09-07,대형마트 규제 완화 법안 대표 발의,1
김준혁,"안민석 ""한국어가 세계의 언어 되는 길, 경기교육이 앞장서겠다""",ajunews.com,https://www.ajunews.com/view/20260907174049734,2026-09-07,AP Korean 도입 전략 세미나 개최,1
권칠승,"""독일·스위스처럼 지방에 배치…대구를 사...",imaeil.com,https://www.imaeil.com/page/view/2026090715585386569,2026-09-07,대법원 대구 이전 법원조직법 공동발의,1
박민규,"티메프 '시한폭탄' 도래…피해 업체 70%, 내달부터 원금 갚아야",hankyung.com,https://www.hankyung.com/article/202609078888i,2026-09-07,티메프 피해기업 채권 매입 등 대책 촉구,1
권영진,"'중징계' 권영진 의원, 윤리위 재심 청구",tbc.co.kr,https://www.tbc.co.kr/news/view?pno=20260904140756AE05079&id=210748,2026-09-07,윤리위 징계에 재심 청구,1
김미애,김미애 의원 '국민연금법 일부개정법률안' 대표 발의,gukjenews.com,https://www.gukjenews.com/news/articleView.html?idxno=3687565,2026-09-07,국민연금법 일부개정법률안 대표 발의,1
권영진,권영진 지역구는 제외…국민의힘 사고당협 공개모집,kbmaeil.com,https://www.kbmaeil.com/article/20260907500609,2026-09-07,당협 공모 대상서 제외,1
박해철,국회의장·본회의·세미나·기자회견·주요 정당 - 9월...,newspim.com,https://www.newspim.com/news/view/20260906000149,2026-09-07,한국발전공사법 발의 기자회견,1
신정훈,“지방의회법 제정 성사시킬 것” 남종섭 경기도의회 의장,news.kbs.co.kr,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8656094&ref=A,2026-09-07,지방의회법 제정안 대표발의,1
강선영,"용혜인 청문회 열리면…""야!"" 오갔던 고성, 다시 한번?",news.jtbc.co.kr,https://news.jtbc.co.kr/article/NB12317153?influxDiv=NAVER,2026-09-07,용혜인 의원과 청문회서 고성 재현 관심,1
안도걸,"'기금형 퇴직연금' 도입 막바지 국회 토론회, 자동편입·가입자...",businesspost.co.kr,https://www.businesspost.co.kr/BP?command=article_view&num=446591,2026-09-07,기금형 퇴직연금 도입 국회 토론회 주최,1
박해철,노동시간 선진국 '눈앞'에서 과로 사...,labortoday.co.kr,https://www.labortoday.co.kr/news/articleView.html?idxno=236629,2026-09-07,탄력·선택적 근로시간제 도입 저조 지적,1
김미애,"김미애, 외국인 국민연금 ‘1개월 가입·119개월 추납’ 막는다",sportsseoul.com,https://www.sportsseoul.com/news/read/1633444?ref=naver,2026-09-07,외국인 국민연금 추납 제한 국민연금법 발의,1
김미애,레버리지 수수료 쓸어간 한투·NH·키움·미래·삼성…국감 주요 타깃 부...,asiatoday.co.kr,https://www.asiatoday.co.kr/kn/view.php?key=20260907010002641,2026-09-07,단일종목 레버리지 국정조사 요구서 제출,1
김미애,"LH 사내 대출 기준, 정부 지침 위배",gnnews.co.kr,https://www.gnnews.co.kr/news/articleView.html?idxno=644950,2026-09-07,LH 사내 대출 기준 정부 지침 위배 지적,1
김승수,국민의힘 신임 대구시당위원장 김승수 의원,sedaily.com,https://www.sedaily.com/article/20087780?ref=naver,2026-09-07,국민의힘 신임 대구시당위원장 선출,1
박지원,"민주, 전담 대응팀 구성해 김승원 '엄호'…용혜인에는 '거리두기'",imaeil.com,https://www.imaeil.com/page/view/2026090716151619819,2026-09-07,김승원 후보자 검찰 조사 결과 언급하며 엄호,1
김성회,AI 교육에 1인 500만원…무슨 사업인지도 모르는 정부,fnnews.com,https://www.fnnews.com/news/202609071407563943,2026-09-07,정부 AI 교육 사업 내용 부실 질타,1
송옥주,GMO 섞일 수밖에 없는 美 콩 산지…전수조사 목소리,nongmin.com,https://www.nongmin.com/article/20260904500727,2026-09-07,외국산 두부서 GMO 성분 검출 지적,1
고동진,방문간호·재택의료 다학제 팀에 간호조무사 활용 길 열리나,akomnews.com,https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=68279,2026-09-07,방문간호 다학제 팀에 간호조무사 포함 개정안 참여,1
김은혜,"“‘장모 찬스’ 영끌매수 홍지선, 이자소득세 안 낸 의혹”",donga.com,https://www.donga.com/news/Politics/article/all/20260907/134621002/1,2026-09-07,홍지선 후보자 장모 찬스 영끌 매수 의혹 제기,1
김준형,"'진퇴양난' 정부, 호르무즈 파병 신중 모드",newscj.com,https://www.newscj.com/news/articleView.html?idxno=3430666,2026-09-07,호르무즈 해협 파병은 넘어서는 안 될 선이라고 반발,1
김재섭,"총량규제에도… 5대 은행, 가계대출 1년 반 새 41조 폭증",segye.com,https://www.segye.com/newsView/20260907518283?OutUrl=naver,2026-09-07,5대 은행 가계대출 급증 자료 공개,1
김재섭,레버리지 수수료 쓸어간 한투·NH·키움·미래·삼성…국감 주요 타깃 부...,asiatoday.co.kr,https://www.asiatoday.co.kr/kn/view.php?key=20260907010002641,2026-09-07,레버리지 ETF 수수료 편중 지적,1
김재섭,미래에셋이 '레버리지 ETF' 특혜?...野 주장 따져보니,joongangenews.com,https://www.joongangenews.com/news/articleView.html?idxno=546012,2026-09-07,레버리지 ETF 위탁매매수수료 현황 공개,1
김재원,"국힘, 김승원에 ""쥐약 게이트""…""장관·의원직 모두 내려놔라""",imaeil.com,https://www.imaeil.com/page/view/2026090721523028641,2026-09-07,김승원 후보자 의혹 맹공,1
김재원,"여야, 김승원 법무부장관 후보자 인청 앞두고 전면전",ulsanpress.net,https://www.ulsanpress.net/news/articleView.html?idxno=582567,2026-09-07,김승원 후보자 의혹 맹공,1
김재원,"국힘, 김승원에 ""추악한 쥐약 게이트, 의원직도 사퇴해야"" 맹공(종합)",yna.co.kr,https://www.yna.co.kr/view/AKR20260907072851001?input=1195m,2026-09-07,김승원 후보자 사퇴 촉구,1
김은혜,"청문회 앞두고 거세지는 후보 검증...野, 김승원·용혜인 집...",newspim.com,https://www.newspim.com/news/view/20260907000385,2026-09-07,홍지선 후보자 아파트 공동명의 매입 지적,1
서지영,"국힘, 전재수 허위사실 공표 고발…박홍배 ""허위 고발"" 반박(종합)",newsis.com,https://www.newsis.com/view/NISX20260907_0003779715,2026-09-07,전재수 시장 돔구장 발언 고발,1
송재봉,"'디폴트옵션 3년, 기금형 퇴직연금의 성공 조건' 등",weekly.hankooki.com,https://weekly.hankooki.com/news/articleView.html?idxno=7182879,2026-09-07,K-GX 전략 법제화 토론회 개최,1
강대식,서울 주택 '공급 보릿고개'…내년 입주 37%↓·착공도 부진,news.jtbc.co.kr,https://news.jtbc.co.kr/article/NB12317115?influxDiv=NAVER,2026-09-07,내년 서울 주택 입주 물량 급감 지적,1
구자근,"""메가특구법 정무위 이관은 '상임위 쇼핑' 꼼수""",ujeil.com,http://www.ujeil.com/news/articleView.html?idxno=391674,2026-09-07,메가특구법 정무위 이관 철회 요구,1
서미화,'코리아 패싱'은 기우인가 현실인가…정부·현장 엇갈린 진단,docdocdoc.co.kr,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3042508,2026-09-07,혁신신약 가치평가 토론회 주최,1
손명수,AI 진단·디지털치료기기 규제 완화…‘보건의료 특화 샌드박스’ 추진,akomnews.com,https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=68280,2026-09-07,보건의료 특화 샌드박스 개정안 공동발의,1
박상웅,기소 경찰관 30%는 ‘솜방망이’ 처분… ‘제 식구 감싸기’ 논란,kbsm.net,https://www.kbsm.net/news/view.php?idx=532949,2026-09-07,기소 경찰관 30% 솜방망이 처분 지적,1
곽규택,용혜인 장관 지명 후폭풍,kookje.co.kr,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0100&key=20260907.99099001866,2026-09-07,장관 지명자 사퇴 촉구 비판,1
서지영,"국힘, 선거법 위반 혐의로 전재수 시장 고발…민주 ""정치공세""(종합)",yna.co.kr,https://www.yna.co.kr/view/AKR20260907120751051?input=1195m,2026-09-07,전재수 부산시장 선거법 위반 고발,1
김동아,김승원 등 인사청문회 전초전 격화…野 총공세에 與 고발 '맞불',ajunews.com,https://www.ajunews.com/view/20260907175232773,2026-09-07,제보자 공수처 고발,1
김기현,"농지 불법성토 '차단', 의원들 법발의 잇따라",ksilbo.co.kr,https://www.ksilbo.co.kr/news/articleView.html?idxno=1066478,2026-09-07,불법매립 퇴출 법률안 대표발의,1
강승규,농협법 개정안 재고 '촉구',aflnews.co.kr,https://www.aflnews.co.kr/news/articleView.html?idxno=327615,2026-09-07,농협법 개정안 재고 촉구,1
강경숙,"공소청 직제안 후폭풍…""검사 수 줄여야""vs""국민 피해 방지""",sidae.com,https://www.sidae.com/article/2026090713010864738,2026-09-07,검사 정원 축소 촉구 논평 발표,1
강경숙,"강경숙 ""검사 정원 줄여야 진짜 개혁""",gukjenews.com,https://www.gukjenews.com/news/articleView.html?idxno=3686696,2026-09-07,공소청 직제안 검사 정원 감축 요구,1
김준형,"""이 대통령, 방구석 평화주의자 단속하라""…이기헌 ""출마·철수 반복한...",mbn.mk.co.kr,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00006&news_seq_no=5217422,2026-09-07,안보 정책 관련 야당 의원 비판에 반발,1
김성회,"국회, AI 재교육 사업 예산 타당성 질타",fnnews.com,https://www.fnnews.com/news/202609071821348721,2026-09-07,정부 AI 재교육 사업 예산 부실 질타,1
박홍배,"""허위냐 진짜냐""…국회로 번진 전재수 '사직구장·돔구장' 발언",news1.kr,https://www.news1.kr/local/busan-gyeongnam/6282670,2026-09-07,전재수 시장 고발 건 관련 야당 공세 반박,1
김민전,"""김승원 아내와 아들이 김승원 딸 면접 본 뒤 채용""",wikitree.co.kr,https://www.wikitree.co.kr/articles/1157689,2026-09-07,미인가 복지기관의 학교 명칭 사용 지적,1
배준영,시중 5만원권 195조원 돌파... 5년간 51조원 늘어,lawtv.kr,https://www.lawtv.kr/news/articleView.html?idxno=60854,2026-09-07,시중 5만원권 유통 잔액 195조 돌파 공개,1
박해철,"발전 5개사 하나로 통합.. 與, 한국발전공사법 발의",fnnews.com,https://www.fnnews.com/news/202609071821345880,2026-09-07,한국발전공사법 대표발의,1
노종면,"박용갑, 상속인이 부담한 치료·간병비도 상속재산서 공제 추진",sejungilbo.com,https://www.sejungilbo.com/news/articleView.html?idxno=59971,2026-09-07,상속재산 치료·간병비 공제 추진 법안 참여,1
김병주,"김승원 막으려 MBK가 움직였다?…김현정 ""즉각 중단하라"", MBK ""사실 무근...",the-today.com,https://www.the-today.com/news/articleView.html?idxno=89618,2026-09-07,MBK 연계 투자금 의혹 제기,1
서영석,의대생 85% “24개월이면 군의관·공보의 선택”…30개월은 전공...,medigatenews.com,https://www.medigatenews.com/news/2754917872,2026-09-07,군의관·공보의 복무기간 단축 법안 발의,1
서영석,"쿠팡, 가구 전용 무상보증·파손보험 출시 外",ibabynews.com,https://www.ibabynews.com/news/articleView.html?idxno=154323,2026-09-07,요양기관 건강보험 거짓청구 적발 자료 공개,1
김건,"김건 ""호르무즈 파병, 정부가 어떤 방안 검토하는지 전혀 밝히지 않아 ...",natv.go.kr,https://www.natv.go.kr/natv/news/newsView.do?newsId=514157,2026-09-07,호르무즈 파병 정부 입장 촉구,1
김은혜,"""치맥 옛말 되나""…생맥주 주세 감면 종료에 '병맥주 갈아타기'까지",newsworks.co.kr,https://www.newsworks.co.kr/news/articleView.html?idxno=852904,2026-09-07,생맥주 주세 감면 일몰 조항 삭제 법안 발의,1
박홍배,"“돔구장 허위 발언” 국힘, 전재수 고발…민주 “정치 공세”",busan.com,https://www.busan.com/view/busan/view.php?code=2026090716192049952,2026-09-07,전재수 시장 고발 야당 공세에 반박,1
김기현,"울산 석남사, 대중 위한 수행·예술 공간 '반야원' 준공",hyunbulnews.com,https://www.hyunbulnews.com/news/articleView.html?idxno=505171,2026-09-07,석남사 반야원 준공식 참석,1
박희승,"전북대 패싱, 공공의전원 등 전북 현안 공론화 예고",jeollailbo.com,http://www.jeollailbo.com/news/articleView.html?idxno=810293,2026-09-07,국립의전원 설립 등 전북 현안 질의 예고,1
김건,"한국 '파병 검토' 을(乙)질, 임계점 다다르나",pennmike.com,https://www.pennmike.com/news/articleView.html?idxno=127253,2026-09-07,호르무즈 해협 파병 필요성 촉구,1
김미애,"""LH 직원 주택대출, 정부기준 한도 2배 초과""",imaeil.com,https://www.imaeil.com/page/view/2026090714000107257,2026-09-07,LH 직원 주택대출 정부 기준 초과 공개,1
서지영,"국힘 부산시당, 전재수 부산시장 공직선거법 위반으로 '고발'",wolyo.co.kr,https://www.wolyo.co.kr/news/articleView.html?idxno=317456,2026-09-07,전재수 부산시장 선거법 위반 고발,1
김태규,용혜인이 상임대표로 뽑힌 다음날 기본소득당에서 벌어진 일,wikitree.co.kr,https://www.wikitree.co.kr/articles/1157676,2026-09-07,후보자 배우자 부동산 재산신고 누락 의혹 제기,1
박성민,"박성민 의원, 중기부장관 후보자 위법 의혹 제기",ksilbo.co.kr,https://www.ksilbo.co.kr/news/articleView.html?idxno=1066458,2026-09-07,중기부장관 후보자 위법 의혹 제기,1
김동아,"'제넨셀 특혜 의혹' 진실 공방…김승원 ""한동훈, 청문회서 입증...",polinews.co.kr,https://www.polinews.co.kr/news/articleView.html?idxno=742431,2026-09-07,김승원 특혜 의혹 대응팀 참여,1
문진석,"기저귀도 안 뗀 건물주…미취학 아동 179명, 임대소득 올렸다",segyebiz.com,http://www.segyebiz.com/newsView/20260907513750?OutUrl=naver,2026-09-07,미성년자 임대소득 증가 점검 촉구,1
고동진,"""집값 잡는다고 세금 올렸더니 월세 뛴다""…규제 역풍 경고",newspim.com,https://www.newspim.com/news/view/20260907000934,2026-09-07,부동산 규제 역풍 경고 토론회 개최,1
김동아,"국힘 “김승원 의혹, 국조·특검 가야”…민주 “검찰 캐비닛 어디서 났...",hani.co.kr,https://www.hani.co.kr/arti/politics/politics_general/1276626.html,2026-09-07,김승원 지키기 전담팀 참여,1
김동아,"與, 김승원 野공세에 총력 엄호…'네거티브 전담 대응팀' 구성(종합)",yna.co.kr,https://www.yna.co.kr/view/AKR20260907074351001?input=1195m,2026-09-07,민주당 김승원 네거티브 대응팀 합류,1
박상혁,"여야 '메가특구특별법' 소관 상임위 놓고 공방⋯""정무위가 합리적"" vs ""산...",goodkyung.com,https://www.goodkyung.com/news/articleView.html?idxno=291098,2026-09-07,메가특구특별법 대표발의,1
문진석,미성년자 부동산 임대소득 555억원…7세 이하 연 1000만 원 이상 소득,ggilbo.com,https://www.ggilbo.com/news/articleView.html?idxno=1180166,2026-09-07,미성년자 부동산 임대소득 증가 현황 공개,1
고동진,"감사원 “국정자원 화재, 무등록업체 불법 재하도급이 원인”",fpn119.co.kr,http://fpn119.co.kr/256230,2026-09-07,국정자원 화재 관리 부실 지적,1
