구분,id,사건명,사건번호,날짜,기관법원,사건종류,AI요약,과징금,형량,원심참조,상세링크,조치유형
의결서,19075,(주)이음엘엔디의 시정조치불이행에 대한 건,2025부사1162,2026.4.9.,공정거래위원회,,피심인 주식회사 이음엘엔디가 하도급대금 직접 지급 관련 시정조치를 이행하지 않아 고발 조치됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19075&type=HTML,"시정명령, 고발"
의결서,19113,컴인워시(주)의 가맹사업법 위반행위에 대한 건,2024서가0956,2026.4.8.,공정거래위원회,,정보공개서 미제공 및 법정 필수기재사항 누락된 가맹계약서 체결 등 가맹사업법 위반행위가 인정됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19113&type=HTML,
의결서,19327,에이치디씨㈜의 부당한 지원행위에 대한 건,2023지원0015,2026.4.6.,공정거래위원회,,에이치디씨가 자금난을 겪는 계열회사 아이파크몰에 일괄거래 및 대여 약정을 통해 대규모 자금을 저리로 지원하여 부당한 이익을 제공함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19327&type=HTML,
의결서,19199,삼동흥산(주) 등 13개사 및 2개 재단의 「DB」계열 편입 관련 이의신청에 대한 건,2026집단0261,2026.4.3.,공정거래위원회,,"동곡사회복지재단 등 13개사와 2개 재단이 기업집단 'DB'의 소속회사로 편입의제된 것에 대한 이의신청 건으로, 공정거래위원회가 동일인의 지정자료 허위제출에 대해 고발 조치함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19199&type=HTML,고발
의결서,19085,㈜엘지생활건강의 대리점법 위반행위에 대한 건,2022대리1734,2026.4.3.,공정거래위원회,,엘지생활건강이 대리점과의 협의 없이 비대면 판매 적발 시 장려금 환수 기준 및 유상견본 구매한도 차감 기준을 불리하게 변경한 행위에 대해 대리점법 위반 여부가 심의됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19085&type=HTML,
의결서,19099,㈜에이디티의 불공정하도급거래행위에 대한 건,2024기조1049,2026.4.3.,공정거래위원회,,㈜에이디티가 수급사업자에게 로터 조립라인 장비의 도면 등 기술자료를 요구하면서 서면을 미발급함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19099&type=HTML,
의결서,19217,국토안전관리원 발주 수중조사용역 입찰 관련 ㈜다음기술단 및 우리기술단(주)의 부당한 공동행위에 대한 건,2024입담1929,2026.4.28.,공정거래위원회,,다음기술단 및 우리기술단이 국토안전관리원 발주 수중조사용역 입찰에서 투찰가격을 합의하고 실행함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19217&type=HTML,
의결서,19157,3개 설탕 제조ㆍ판매 사업자의 부당한 공동행위에 대한 건 관련 씨제이제일제당(주)의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2026제카0650,2026.4.27.,공정거래위원회,,"씨제이제일제당(주)이 부당한 공동행위로 부과받은 과징금에 대해 납부기한 연기 및 5회 분할납부를 신청하였고, 공정거래위원회가 이를 인용함","1,383억 6,200만원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19157&type=HTML,"과징금, 인용"
의결서,19153,3개 설탕 제조ㆍ판매 사업자의 부당한 공동행위에 대한 건 관련 대한제당(주)의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2026제카0651,2026.4.27.,공정거래위원회,,"대한제당(주)이 과징금 납부기한 연기 및 분할납부를 신청하였고, 자금사정의 어려움 등이 인정되어 6회 분할납부가 허용됨","1,273억 7,800만원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19153&type=HTML,"과징금, 인용"
의결서,19155,3개 설탕 제조ㆍ판매 사업자의 부당한 공동행위에 대한 건 관련 ㈜삼양사의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2026제카0652,2026.4.27.,공정거래위원회,,㈜삼양사가 과징금 일시 납부에 따른 자금 사정의 어려움을 이유로 신청한 과징금 납부기한 연기 및 6회 분할납부 신청이 요건을 충족하여 허용됨,"1,302억 5,100만원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19155&type=HTML,"과징금, 인용"
의결서,19223,한화에어로스페이스(주) 등 3개 사업자의 기업결합 제한규정 위반행위에 대한 시정조치 이행기간 연장에 대한 건,2026기결0246,2026.4.27.,공정거래위원회,,한화에어로스페이스 등 3개 사업자의 기업결합 제한규정 위반행위에 대한 시정조치 이행기간 연장에 관한 건임.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19223&type=HTML,시정명령
의결서,19191,수근종합건설㈜의 불공정하도급거래행위에 대한 건,2024부사2080,2026.4.22.,공정거래위원회,,"피심인이 추가 공사를 위탁하면서 계약서면을 발급하지 않고, 어음할인료 지급시기를 부당하게 유예하는 계약조건을 설정한 행위에 대해 서면 발급의무 위반 및 부당한 특약 설정 행위가 인정됨",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19191&type=HTML,
의결서,19211,네이처스팜㈜의 재판매가격유지행위에 대한 건,2025서총0900,2026.4.22.,공정거래위원회,,네이처스팜㈜이 건강기능식품 판매 약국들을 상대로 소비자 판매가격을 지정하고 이를 준수하도록 강제한 재판매가격유지행위임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19211&type=HTML,
의결서,19173,㈜엔씨건설의 불공정하도급거래행위에 대한 건,2025하조1420,2026.4.22.,공정거래위원회,,㈜엔씨건설이 수급사업자에게 하도급대금 연동에 관한 사항을 누락한 서면을 발급하고 부당한 특약 설정행위를 함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19173&type=HTML,
의결서,19263,서울우유협동조합의 대리점법 위반행위에 대한 건,2022대리1580,2026.4.20.,공정거래위원회,,서울우유협동조합이 대리점에 대형유통업체 납품을 위탁하면서 매대진열사원 인건비의 상당 부분을 대리점에 부담하게 한 행위임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19263&type=HTML,
의결서,19313,㈜두산의 불공정하도급거래행위에 대한 건,2024신하1924,2026.4.20.,공정거래위원회,,주식회사 두산이 수급사업자에게 소프트웨어 개발 등 용역을 위탁하면서 서면을 지연 발급하고 불완전한 서면을 발급하였으며 관련 서류를 미보존함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19313&type=HTML,
의결서,19269,24개 사업자 발주 플라스틱 파렛트 입찰 관련 20개 사업자의 부당한 공동행위에 대한 건,"2024서카0772, 2025서카1964, 2025서카1967, 2025서카1984∼1989, 2025서카1991∼1993, 2025서카1995, 2025서카2025∼2035",2026.4.20.,공정거래위원회,,24개 사업자 발주 플라스틱 파렛트 입찰 관련 20개 사업자의 부당한 공동행위가 있었음,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19269&type=HTML,
의결서,19071,에이치엘홀딩스(주)의 지주회사 행위제한규정 위반행위 등에 대한 건,2025집단1487,2026.4.2.,공정거래위원회,,"일반지주회사가 금융업을 영위하는 국내 회사의 주식을 유예기간 경과 후에도 소유하고, 지주회사 사업내용 보고서에 영위업종을 허위 기재하여 제출함.",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19071&type=HTML,
의결서,19213,(주)이마트 발주 일반육 돼지고기 구매입찰 관련 8개 사업자의 부당한 공동행위에 대한 건,2023제카2089,2026.4.17.,공정거래위원회,,8개 사업자가 이마트 발주 일반육 돼지고기 구매입찰에서 사후 견적서를 상호 교환하는 등 부당한 공동행위를 한 건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19213&type=HTML,
의결서,19177,고양시 발주 생활폐기물 수집ㆍ운반 대행용역 입찰 관련 10개 사업자의 부당한 공동행위에 대한 건 관련 이의신청에 대한 건,2026경심0341,2026.4.16.,공정거래위원회,,고양시 생활폐기물 수집·운반 대행용역 입찰 관련 10개 사업자의 부당한 공동행위에 대한 과징금 납부명령 등 이의신청이 기각됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19177&type=HTML,"과징금, 기각"
의결서,19119,㈜에스엠알오토모티브모듈코리아의 입찰참가자격제한 요청에 대한 건,2025하조0815,2026.4.15.,공정거래위원회,,피심인의 누적 벌점이 7.0점으로 입찰참가자격제한 요청 기준을 충족하여 공정거래위원회가 관계 행정기관의 장에게 입찰참가자격제한을 요청함,,,원심결(2024. 7. 25. 의결 제2024-281호,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19119&type=HTML,"시정명령, 과징금"
의결서,19135,㈜샐러디의 가맹사업법 위반행위에 대한 건,2024가조0479,2026.4.14.,공정거래위원회,,㈜샐러디가 가맹점사업자에게 일회용 소모품을 특정 거래상대방으로부터만 구매하도록 강제한 행위가 가맹사업법 위반에 해당하는지 여부에 관한 건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19135&type=HTML,
의결서,19145,에스엘㈜의 불공정하도급거래행위에 대한 건,2023하조1275,2026.4.14.,공정거래위원회,,에스엘㈜이 수급사업자에게 자동차 부품 제조용 금형 제조를 위탁하면서 작업을 시작하기 전까지 계약서면을 발급하지 아니한 행위 등에 대하여 하도급법 위반으로 심의됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19145&type=HTML,
의결서,19163,(주)한진의 불공정하도급거래행위에 대한 건 관련 동의의결절차 개시신청에 대한 건,2026신하0266,2026.4.14.,공정거래위원회,,(주)한진의 불공정하도급거래행위(서면 지연발급 및 부당한 특약 설정 등)에 대한 동의의결절차 개시신청이 적절하지 않다고 판단되어 기각됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19163&type=HTML,기각
의결서,19161,로젠(주)의 불공정하도급거래행위에 대한 건 관련 동의의결절차 개시신청에 대한 건,2026신하0267,2026.4.14.,공정거래위원회,,"로젠 주식의 불공정하도급거래행위 관련 동의의결절차 개시신청에 대하여 행위의 중대성, 부정적 파급효과 제거의 어려움 등을 이유로 신청이 기각됨",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19161&type=HTML,기각
의결서,19151,제주지방종합주류도매업협회의 사업자단체금지행위에 대한 건,2025광사1435,2026.4.13.,공정거래위원회,,제주지방종합주류도매업협회가 거래처 침탈 금지 방침(선우거래제)을 시행하여 사업자단체의 금지행위를 한 건에 해당함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19151&type=HTML,
의결서,19179,㈜이마트 브랜드육 돼지고기 납품 관련 5개 사업자의 부당한 공동행위에 대한 건,2025제카1822,2026.4.10.,공정거래위원회,,㈜이마트 브랜드육 돼지고기 납품 관련 5개 사업자의 부당한 공동행위 건에 대한 기초사실 및 시장구조를 다룸,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19179&type=HTML,
의결서,19231,㈜케이알산업의 불공정하도급거래행위에 대한 건,2025신하1434,2026.3.9.,공정거래위원회,,㈜케이알산업이 수급사업자에게 건설공사를 위탁하면서 민원 및 산업재해 관련 비용과 책임을 수급사업자에게 전가하는 부당한 특약을 설정한 행위에 대한 건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19231&type=HTML,
의결서,19147,롯데쇼핑(주)의 대규모유통업법 위반행위에 대한 건,2024유대1554,2026.3.6.,공정거래위원회,,롯데쇼핑(주)이 납품업자와 계약을 체결하면서 계약서면을 지연 교부하여 대규모유통업법을 위반한 사건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19147&type=HTML,
의결서,19107,㈜대광테크의 불공정하도급거래행위에 대한 건,2025부사0891,2026.3.6.,공정거래위원회,,원사업자가 수급사업자에게 하도급대금 중 일부를 임의로 공제하여 지급하지 않은 행위에 대하여 심사절차종료함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19107&type=HTML,
의결서,19185,메르세데스벤츠코리아(주) 및 메르세데스벤츠 악티엔게젤샤프트의 부당한 광고행위 및 부당한 고객유인행위에 대한 건,2024중점1684,2026.3.5.,공정거래위원회,,메르세데스벤츠코리아 등이 EQ 전기차에 중국산 파라시스 배터리가 탑재됨에도 CATL 배터리만 탑재되는 것처럼 누락 및 은폐하여 부당한 고객유인행위를 함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19185&type=HTML,
의결서,19083,3개 설탕 제조ㆍ판매 사업자의 부당한 공동행위에 대한 건,2024제카0515,2026.3.5.,공정거래위원회,,3개 설탕 제조·판매 사업자의 부당한 공동행위에 대한 사건의 기초사실 및 시장 현황 등을 다룸,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19083&type=HTML,
의결서,19091,한일건설(주)의 불공정하도급거래행위에 대한 건,2025서건0357,2026.3.3.,공정거래위원회,,원사업자가 목적물 수령일에 대한 하도급대금을 60일 이내에 지급하지 않아 향후 재발방지명령 및 미지급대금·지연이자 지급명령이 부과됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19091&type=HTML,시정명령
의결서,19097,㈜더큰의 가맹사업법 위반행위에 대한 건,2024전사1007,2026.3.3.,공정거래위원회,,"㈜더큰이 서울의료원 푸드코트 위탁운영계약과 관련해 가맹사업법상 가맹본부 지위 및 요건 해당 여부를 다툰 사안에서, 영업표지 사용, 품질기준 및 영업방식 적용, 교육 및 통제 등의 요건을 충족하여 가맹사업에 해당함.",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19097&type=HTML,
의결서,19181,조인트유창써멀시스템㈜의 불공정하도급거래행위에 대한 건,2024기조1463,2026.3.25.,공정거래위원회,,원사업자가 수급사업자로부터 금형 및 공정절차서를 제공받아 자체 양산을 시도한 행위 등과 관련된 하도급거래 불공정행위 사건임.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19181&type=HTML,
의결서,19257,㈜바디프랜드의 불공정하도급거래행위에 대한 건,2024하조1355,2026.3.23.,공정거래위원회,,바디프랜드가 수급사업자에게 제조위탁을 하면서 서명 또는 기명날인이나 목적물 납기가 누락된 발주서를 발급한 행위에 대해 시정명령 및 과징금 부과됨,"4,000만원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19257&type=HTML,"시정명령, 과징금"
의결서,19209,(주)이마트 발주 일반육 돼지고기 구매입찰 관련 8개 사업자의 부당한 공동행위에 대한 건,2023제카2089,2026.3.23.,공정거래위원회,,8개 사업자가 이마트 발주 일반육 돼지고기 구매 입찰에서 투찰가격 또는 하한선을 사전에 합의하고 실행함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19209&type=HTML,
의결서,19069,고양시 발주 생활폐기물 수집운반 대행용역 입찰 관련 10개 사업자의 부당한 공동행위에 대한 건 관련 10개 사업자의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,"2026입담0379, 2026입담0383, 2026입담0406, 2026입담0407, 2026입담0408, 2026입담0409, 2026입담0410, 2026입담0411, 2026입담0412, 2026입담0413",2026.3.23.,공정거래위원회,,"10개 사업자가 과징금 납부기한 연기 및 분할납부를 신청했으나, 부과된 과징금이 법적 요건(10억 원 및 관련매출액의 1% 초과)을 충족하지 않아 기각됨",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19069&type=HTML,기각
의결서,19109,㈜대교씨엔에스의 불공정하도급거래행위에 대한 건,2024신하1457,2026.3.23.,공정거래위원회,,피심인이 1차년도 하도급대금을 부당하게 감액하고 차액보전 약속을 이행하지 않은 행위가 부당한 하도급대금 결정행위에 해당함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19109&type=HTML,
의결서,19141,주원의 전자상거래소비자보호법 위반행위에 대한 건,2024부사1994,2026.3.20.,공정거래위원회,,"통신판매업자가 소비자의 정당한 청약철회에 대해 대금을 미환급하고 공정거래위원회의 자료제출 요구에 불응하여 행위금지명령, 대금반환 및 지연배상금 지급명령과 과태료 600만 원 부과됨",600만 원,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19141&type=HTML,시정명령
의결서,19055,전국화물자동차운송주선사업연합회의 사업자단체금지행위에 대한 건,2025서총0204,2026.3.2.,공정거래위원회,,전국화물자동차운송주선사업연합회가 중개수수료 상한 요율을 설정하고 약관 변경 대리 신고를 추진한 행위에 대한 사건임,60만 원,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19055&type=HTML,
의결서,19125,브렝땅의 부당한 광고행위에 대한 건,2025서소0882,2026.3.2.,공정거래위원회,,브렝땅이 인터넷 카페에서 경제적 이해관계를 숨기고 자사 제품을 추천·보증하는 게시물과 댓글을 작성하여 기만적인 광고행위를 함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19125&type=HTML,
의결서,19049,㈜엘지헬로비전의 불공정거래행위에 대한 건,2025서총1372,2026.3.2.,공정거래위원회,,엘지헬로비전이 대리점과 계약해지 사유와 무관하게 6개월 이내 해지 시 모집수수료를 부당하게 환수한 행위에 대해 공정거래법상 거래상 지위 남용(불이익제공) 위법성 판단이 이루어짐,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19049&type=HTML,
의결서,19167,신전푸드시스의 가맹사업법 위반행위에 대한 건,2023가조2078,2026.3.18.,공정거래위원회,,"신전푸드시스가 젓가락 등 15종의 공산품을 자신 또는 지역가맹본부로부터 구매할 것을 강제하고, 개별 구매하는 가맹점에 내용증명을 발송하여 거래상대방을 구속한 행위에 대한 건임",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19167&type=HTML,
의결서,19077,㈜성우하이텍의 불공정하도급거래행위에 대한 건,2023하조1400,2026.3.18.,공정거래위원회,,"㈜성우하이텍이 수급사업자에게 금형 제조를 위탁하면서 법정 기재사항이 누락된 서면을 발급하고, 설계실적일이 경과한 후에 서면을 지연 발급하여 하도급법을 위반함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19077&type=HTML,
의결서,19215,광주광역시 소재 136개 중ㆍ고등학교 발주 교복구매 입찰 관련 27개 사업자의 부당한 공동행위에 대한 건,2023광사0204,2026.3.17.,공정거래위원회,,광주광역시 소재 136개 중·고등학교 발주 교복구매 입찰과 관련하여 27개 사업자의 부당한 공동행위가 있었음.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19215&type=HTML,
의결서,19189,㈜이마트 브랜드육 돼지고기 납품 관련 5개 사업자의 부당한 공동행위에 대한 건,2025제카1822,2026.3.17.,공정거래위원회,,"도드람푸드, 보담, 선진, 팜스토리 등 5개 사업자가 이마트 브랜드육 납품 가격 등을 부당하게 담합하여 견적서를 교환하고 실행함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19189&type=HTML,고발
의결서,19169,(주)오리콤의 불공정하도급거래행위에 대한 건,2025신하0945,2026.3.12.,공정거래위원회,,(주)오리콤이 8개 수급사업자에게 영상광고 제작 용역을 위탁하면서 용역수행행위 시작 전까지 서면을 발급하지 아니하여 서면발급의무를 위반함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19169&type=HTML,
의결서,19149,한세모빌리티㈜의 불공정하도급거래행위에 대한 건,2024기조0481,2026.3.11.,공정거래위원회,,한세모빌리티㈜가 수급사업자에게 기술자료를 요구하면서 법정 서면을 사전에 교부하지 아니하여 하도급법 위반함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19149&type=HTML,
의결서,19017,방○○[공시대상기업집단 「하이브」의 동일인]의 지정자료 허위제출행위에 대한 건,2025집단1541,2026.3.10.,공정거래위원회,,방○○(하이브 동일인)이 2024년 지정자료 제출 시 사외이사가 지배하는 소속회사 ㈜○○○○○○를 누락하여 공정거래위원회로부터 경고 조치를 받음,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19017&type=HTML,경고
의결서,19089,파인건설㈜의 불공정하도급거래행위에 대한 건,2025전사1320,2026.3.10.,공정거래위원회,,원사업자가 하도급대금 및 지연이자를 미지급함에 따라 향후 재발방지명령 및 지급명령 부과됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19089&type=HTML,시정명령
의결서,19139,㈜선우의 불공정하도급거래행위에 대한 건,2025부사0700,2026.3.10.,공정거래위원회,,피심인이 수급사업자에게 플랜트 설비 전기·계장공사를 위탁하면서 필수기재사항 및 서명·기명날인이 누락된 서면을 발급하여 하도급법을 위반함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19139&type=HTML,
의결서,18917,서진산업㈜의 불공정하도급거래행위에 대한 건,2025하조1311,2026.2.9.,공정거래위원회,,서진산업㈜이 중소기업자에게 금형제조를 위탁하면서 발생한 불공정하도급거래행위에 대한 건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18917&type=HTML,
의결서,19023,양주한국병원장례문화원㈜의 부당한 고객유인행위에 대한 건,2025서경0477,2026.2.9.,공정거래위원회,,양주한국병원장례문화원㈜이 상조업체 소속 장례지도사들에게 리베이트를 제공하여 부당하게 고객을 유인한 행위에 해당함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19023&type=HTML,
의결서,19129,㈜핫시즈너의 가맹사업법 위반행위에 대한 건,2025가조1490,2026.2.4.,공정거래위원회,,"㈜핫시즈너가 가맹점사업자에게 POS, 키오스크, DID 등 전자기기를 특정 거래상대방을 통해 구입하도록 강제한 행위에 대해 공정거래위원회가 위법성을 판단함",,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19129&type=HTML,
의결서,19127,경남개인택시운송사업조합 거제시지부의 사업자단체금지행위에 대한 건,2025부사1382,2026.2.28.,공정거래위원회,,경남개인택시운송사업조합 거제시지부가 구성사업자들의 개인택시운송사업 면허 양·수도 절차와 가격을 제한한 행위가 사업자단체금지행위에 해당하여 공정거래위원회로부터 조치를 받음.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19127&type=HTML,
의결서,18971,정○○(상호출자제한기업집단 「에이치디씨」의 동일인)의 지정자료 허위제출행위에 대한 건,2024집단1690,2026.2.27.,공정거래위원회,,에이치디씨 동일인 정○○가 2021년부터 2024년까지 지정자료 제출 시 친족 회사 등 20개사를 누락하여 허위 제출함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18971&type=HTML,고발
의결서,19095,엔브이에이치코리아㈜의 불공정하도급거래행위에 대한 건,2023하조1401,2026.2.27.,공정거래위원회,,엔브이에이치코리아㈜가 수급사업자들에게 금형 제조를 위탁하면서 서면을 미발급하거나 지연 및 불완전 발급한 행위에 대해 하도급법 위반으로 심의됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19095&type=HTML,
의결서,19051,㈜빛채 및 ㈜약손명가의 가맹사업법 위반행위에 대한 건,2023서가1265,2026.2.27.,공정거래위원회,,가맹본부가 예치가맹금을 예치기관에 예치하지 않고 직접 수령한 행위 등에 대하여 가맹사업법 위반으로 심사 진행 중임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19051&type=HTML,
의결서,18985,㈜미래상조119의 할부거래법 위반행위에 대한 건,2024약특2484,2026.2.27.,공정거래위원회,,선수금 관련 거짓자료 제출 및 법정 선수금 보전비율 미준수 행위로 피심인 회사 및 전·현직 대표이사가 고발됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18985&type=HTML,고발
의결서,19059,서울교통공사의 거래상지위남용행위에 대한 건,2025서총0206,2026.2.26.,공정거래위원회,,서울교통공사가 광고대행계약 체결 시 신규 광고물 개발 등에 대해 이의를 제기할 수 없도록 불리한 거래조건을 설정한 행위에 대해 행위중지 및 재발방지명령이 부과됨,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19059&type=HTML,시정명령
의결서,19061,에스케이렌터카 주식회사 및 롯데렌탈 주식회사 등 8개사의 기업결합 제한규정 위반행위에 대한 건,2025국결2233,2026.2.26.,공정거래위원회,,어피니티 에쿼티 파트너스 등이 에스케이렌터카에 이어 롯데렌탈 주식을 취득하여 기업결합제한규정을 위반한 행위에 대해 피심인 적격성 및 시정조치 대상 여부를 검토함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19061&type=HTML,
의결서,19067,㈜바이포엠스튜디오의 부당한 광고행위에 대한 건,2025서소0391,2026.2.25.,공정거래위원회,,㈜바이포엠스튜디오가 영화 관련 SNS 게시물 등을 게재하면서 피심인과의 관련성 및 경제적 이해관계를 은폐·누락하여 부당한 광고행위를 함,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19067&type=HTML,
의결서,19159,인지컨트롤스㈜의 불공정하도급거래행위에 대한 건,2023하조1285,2026.2.25.,공정거래위원회,,인지컨트롤스㈜가 수급사업자에게 금형 제조를 위탁하면서 작업 착수 전 법정 기재사항이 누락되거나 양 당사자의 서명·날인이 없는 서면을 발급하거나 지연 발급함.,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19159&type=HTML,
의결서,19171,위너콤㈜의 불공정하도급거래행위에 대한 건,2023부사1506,2026.2.25.,공정거래위원회,,원사업자가 수급사업자에게 하도급대금을 부당하게 감액한 행위에 대한 건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19171&type=HTML,
의결서,18973,한국엔지니어링플라스틱(주)의 거래상지위 남용행위에 대한 건,2023서총1324,2026.2.25.,공정거래위원회,,한국엔지니어링플라스틱이 임가공 위탁업체와 계약 체결 및 종료 후 3년간 경쟁사업자와의 거래를 제한하는 비경쟁조항을 설정한 행위와 관련된 사건임,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18973&type=HTML,
의결서,19133,㈜디비아이엔씨의 불공정하도급거래행위에 대한 건,2024신하1989,2026.2.24.,공정거래위원회,,㈜디비아이엔씨가 수급사업자에게 용역을 위탁하면서 작업 착수 전까지 법정 기재사항이 기재된 서면을 발급하지 않은 행위에 대해 행위금지명령 및 과징금 부과됨,"2억 1,100만원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19133&type=HTML,"시정명령, 과징금"
의결서,18979,14개 건설사 발주 빌트인 특판가구 구매입찰 관련 22개 사업자의 부당한 공동행위에 대한 건 관련 (주)리버스의 과징금 납부기한 연기 및 분할납부 신청에 대한 건,2026제카0251,2026.2.24.,공정거래위원회,,(주)리버스의 과징금 납부기한 연기 및 분할납부 신청에 대해 요건을 충족하지 않아 기각함,"2억 3,200만원",,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18979&type=HTML,기각
