법령명,법령약칭,법령구분,조문,유형,개정일,위반요건,형벌_징역,형벌_벌금,과태료,과징금,산정기준별표,산정기준상세,최종수집일
가맹사업거래의 공정화에 관한 법률 시행령,가맹사업법 시행령,대통령령,제34조(과징금의 산정방법 등),과징금,20260804,"제34조(과징금의 산정방법 등) ① 법 제35조제1항 본문에서 ""대통령령으로 정하는 매출액""이란 해당 가맹본부가 위반기간(위반행위의 개시일부터 종료일까지의 기간을 말한다. 이하 이 조에서 같다) 동안 관련 가맹점사업자 또는 가맹희망자에게 판매한 상품이나 용역의 매출액 또는 이에 준하는 금액(이하 ""관련매출액""이라 한다)을 말한다. <개정 2014.2.11> ② 법 제35조제1항 본문에서 ""대통령령으로 정하는 사업자""란 상품 또는 용역의 대가의 합계액을 재무제표 등에서 영업수익으로 적는 사업자를 말한다. <신설 2014.2.11> ③ 법 제35조제1항 단서에서 ""대통령령으로 정하는 경우""란 다음 각 호의 어느 하나에 해당하는 경우를 말한다. <신설 2014.2.11> 1. 영업중단 등으로 인하여 영업실적이 없는 경우 2. 위반기간 등을 확정할 수 없어 관련매출액의 산정이 곤란한 경우 3. 재해 등으로 인하여 매출액 산정자료가 소멸 또는 훼손되는 등 객관적인 매출액의 산정이 곤란한 경우 ④ 법 제35조제1항에 따른 과징금의 부과기준은 별표 4의2와 같다. <신설 2014.2.11> ⑤ 그 밖에 과징금의 부과절차에 필요한 세부사항은 공정거래위원회가 정하여 고시한다. <개정 2014.2.11>",,,,,정보공개서 등록취소 요청서,"[정보공개서 등록취소 요청서]
■ 가맹사업거래의 공정화에 관한 법률 시행령 [별지 제4호의2서식] <신설 2026. 8. 4.> 가맹사업거래홈페이지(franchise.ftc.go.kr) 에서도 요청할 수 있습니다. 정보공개서 등록취소 요청서 ※ 뒤쪽의 유의사항 및 작성방법을 읽고 작성하시기 바라며, 색상이 어두운 칸은 요청인이 작성하지 않습니다. (앞쪽) ──────────────┬────────────────────────────────────────────────── 접수번호 │접수일시 ──────────────┴────────────────────────────────────────────────── ──────┬────────┬───────────────────────────────────────────────── 요청인 │법인명(상호) │법인등록번호 ├────────┼───────────────────────────────────────────────── │영업표지 │사업자등록번호 ├────────┼───────────────────────────────────────────────── │소재지 │법인(사업자) 전화번호 ├────────┼───────────────────────────────────────────────── │대표 전자우편 │대표 휴대전화 ├────────┼───────────────────────────────────────────────── │대표자 성명 │대표 팩스번호 ├────────┼───────────────────────────────────────────────── │대표자 생년월일 │ ├──────┬─┴──────────────────────────┬────────────────────── │정보공개서 │성명 │직위/직급 │업무 담당자 ├────────────────────────────┼────────────────────── │ │전화번호 │전자우편 │ ├────────────────────────────┴────────────────────── │ │사무실 주소 │ │ ──────┴──────┴─────────────────────────────────────────────────── 「가맹사업거래의 공정화에 관한 법률」 제6조의4제1항제5호 및 같은 법 시행령 제5조의6제5항에 따라 위와 같이 정보공개서 등록취소를 요청합니다. 년 월 일 요청인 (서명 또는 인) 처리기관의 장 귀하 (공정거래위원회/서울특별시장/인천광역시장/경기도지사/부산광역시장 중 선택 기재) ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ ─────┬──────────────────────────────────────┬──────────────────── 첨부서류│ 정보공개서 등록증 원본(등록증 원본을 분실한 경우에는 분실 사유를 적은 서류)│수수료 ─────┼──────────────────────────────────────┤없음 담당자 │ 사업자등록증명 │ 확인사항│ │ ─────┴──────────────────────────────────────┴──────────────────── ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 행정정보 공동이용 동의서 ───────────────────────────────────────────────────────────────── 본인은 이 건 업무처리와 관련하여 처리기관의 담당자가 「전자정부법」 제36조제1항에 따른 행정정보의 공동이용을 통해 사업자등록증명을 확인하는 것에 동의합니다. ※ 확인에 동의할 경우 행정정보의 공동이용을 위해 대표자의 주민등록번호를 적습니다. ※ 확인에 동의하지 않는 경우 요청인이 해당 서류를 직접 제출해야 합니다. ───────────────────────────────────────────────────────────────── 대표자 주민등록번호 - ───────────────────────────────────────────────────────────────── 요청인 (서명 또는 인) ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ (뒤쪽) ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 유의사항 ──────────────────────────────────────── 1. 요청인은 정보공개서 등록이 취소된 이후 「가맹사업거래의 공정화에 관한 법률」 제7조제3항에 따라 위 영업표지로 새로운 가맹점을 모집(가맹계약 체결 또는 가맹금 수령)할 수 없으며, 이를 위반할 경우 같은 법 제33조제1항에 따른 시정 조치 또는 같은 법 제35조제1항에 따른 과징금 부과 등의 제재조치를 받을 수 있습니다. 2. 다시 신규 가맹계약을 체결하려 할 경우, 그 이전에 「가맹사업거래의 공정화에 관한 법률」 제6조의2제1항에 따라 다시 정보공개서를 신규등록해야 합니다. ──────────────────────────────────────── ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 작성방법 ──────────────────────────────────────── 1. 법인명(상호): 법인인 경우 법인 등기사항증명서상 상호를, 개인인 경우 사업자등록증명상 이름을 적습니다. 주식회사, 유한회사 등 회사종류는 약칭으로 적습니다. [예: (주)조정원] 2. 영업표지: 한글로 띄어쓰기 없이 적는 것을 원칙으로 합니다. 외국어로 표기하는 경우에는 한글로 적은 후 괄호 안에 함께 적습니다. [예: 페어트레이드(Fair Trade)] 3. 소재지: 법인 등기사항증명서 또는 사업자등록증명상 본점 또는 사업장의 소재지를 적습니다. 4. 대표 휴대전화: 정보공개서 등록취소 관련 안내를 휴대전화를 통한 알림으로 받고 싶은 경우에만 적습니다. 대표자 개인의 휴대전화번호는 적지 않습니다. 5. 대표 전자우편: 개인 전자우편주소는 적지 않습니다. 6. 대표자 성명 및 생년월일: 법인인 경우 대표자의 성명 및 생년월일을, 개인인 경우 본인의 성명 및 생년월일을 적습니다. 7. 정보공개서 업무 담당자: 회사 전화번호, 회사 전자우편주소를 적습니다. ──────────────────────────────────────── ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 처리절차 ──────────────────────────────────────── ┌──────┐ ┌────┐ ┌────┐ ┌─────┐ ┌───────┐ │요청서 작성 │?│접수 │?│검토 │?│기안·결재│?│등록취소 결정 │ └──────┘ └────┘ └────┘ └─────┘ └───────┘ 요청인 처리기관 처리기관 처리기관 처리기관 ────────────────────────────────────────",2026-09-26 06:25
가맹사업거래의 공정화에 관한 법률 시행령,가맹사업법 시행령,대통령령,제37조(과태료의 부과기준),과태료,20260804,제37조(과태료의 부과기준) 법 제43조제1항 및 제3항부터 제7항까지의 규정에 따른 과태료의 부과기준은 별표 5와 같다. <개정 2018.7.10>,,,,,가맹금예치신청서,"[가맹금예치신청서]
■ 가맹사업거래의 공정화에 관한 법률 시행령 [별지 제5호서식] <개정 2021. 11. 19.> 가맹금예치신청서 ※ 아래 유의사항을 읽고 작성하시기 바랍니다. ───────────┬───┬─────────────────────────────────────────────────── 접수번호 │접수일│처리기간 즉시 ───────────┴───┴─────────────────────────────────────────────────── ──────┬──────────────────────────────────────────────────────────── 신청인 │상호(가맹점명) ├──────────────────────────────────────────────────────────── │성명(대표자) ├─────────┬────────────────────────────────────────────────── │주소(사무소) │전화번호 ──────┴─────────┴────────────────────────────────────────────────── ──────┬──────────────────────────────────────────────────────────── 가맹본부 │상호(영업표지) ├──────────────────────────────────────────────────────────── │성명(대표자) ├─────────┬────────────────────────────────────────────────── │주소(사무소) │전화번호 ──────┴─────────┴────────────────────────────────────────────────── ──────┬──────────────────────────────────────────────────────────── 예치가맹금│ ￦ (금 원 정) ──────┴──────────────────────────────────────────────────────────── ──────┬──────────────────────────────────────────────────────────── 신청인의 │ 계좌 │ ──────┴──────────────────────────────────────────────────────────── ──────┬──────────────────────────────────────────────────────────── 가맹본부의│ 계좌 │ ──────┴──────────────────────────────────────────────────────────── 「가맹사업거래의 공정화에 관한 법률」 제6조의5제1항 본문 및 같은 법 시행령 제5조의9제2항에 따라 위와 같이 예치가맹금을 예치해 줄 것을 신청합니다. 년 월 일 신청인 (서명 또는 인) 예치기관의 장 귀하 (지점장) ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 예치기관이 주의해야 할 사항 ─────────────────────────────────────────────────────────────────── 1. 예치기관의 장은 예치가맹금을 예치한 경우에는 지체 없이 예치신청인에게 예치증서를 내주어야 합니다. 2. 예치기관의 장은 예치가맹금의 예치일부터 7일 이내에 예치가맹금 예치증서를 첨부하여 예치가맹금을 예치한 사실을 가맹본부에 통지해 야 합니다. 3. 예치기관의 장은 예치가맹금의 예치 및 그 관리로 인해 발생하는 비용을 관리수수료로서 예치가맹금의 수령인이 수령할 금액에서 공제할 수 있습니다. ─────────────────────────────────────────────────────────────────── 210mm×297mm[백상지 80g/㎡]",2026-09-26 06:25
전자상거래 등에서의 소비자보호에 관한 법률,전자상거래법,법률,제44조(양벌규정),양벌규정,20260721,"제44조(양벌규정) 법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원이 그 법인 또는 개인의 업무에 관하여 제40조부터 제43조까지의 어느 하나에 해당하는 위반행위를 하면 그 행위자를 벌하는 외에 그 법인 또는 개인에게도 해당 조문의 벌금형을 과(科)한다. 다만, 법인 또는 개인이 그 위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 게을리하지 아니한 경우에는 그러하지 아니하다.",,,,,,,2026-09-26 06:25
전자상거래 등에서의 소비자보호에 관한 법률,전자상거래법,법률,제34조(과징금),과징금,20260721,제34조(과징금) ① 공정거래위원회는 제32조제4항에 따른 영업정지가 소비자 등에게 심한 불편을 줄 우려가 있다고 인정하는 경우에는 그 영업의 전부 또는 일부의 정지를 갈음하여 해당 사업자에게 대통령령으로 정하는 위반행위 관련 매출액을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. 이 경우 관련 매출액이 없거나 그 매출액을 산정할 수 없는 경우 등에는 5천만원을 초과하지 아니하는 범위에서 과징금을 부과할 수 있다. ② 공정거래위원회는 제1항에 따라 그 영업의 전부 또는 일부의 정지를 갈음하여 과징금을 부과할 수 있는 판단 기준을 정하여 고시할 수 있다. ③ 공정거래위원회는 제1항에 따른 과징금을 부과할 때 다음 각 호의 사항을 고려하여야 한다. 1. 위반행위로 인한 소비자피해의 정도 2. 소비자피해에 대한 사업자의 보상노력 정도 3. 위반행위로 취득한 이익의 규모 4. 위반행위의 내용ㆍ기간 및 횟수 등 ④ 공정거래위원회는 이 법을 위반한 사업자인 회사가 합병한 경우에는 그 회사가 한 위반행위를 합병 후 존속하거나 합병으로 설립된 회사가 한 행위로 보아 과징금을 부과ㆍ징수할 수 있다. ⑤ 삭제 <2018.6.12>,,,,,,,2026-09-26 06:25
전자상거래 등에서의 소비자보호에 관한 법률,전자상거래법,법률,제40조(벌칙),벌칙(형사처벌),20260721,"제40조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 3년 이하의 징역 또는 1억원 이하의 벌금에 처한다. <개정 2016.3.29> 1. 제26조제1항에 따른 조사 시 폭언ㆍ폭행, 고의적인 현장진입 저지ㆍ지연 등을 통하여 조사를 거부ㆍ방해 또는 기피한 자 2. 제32조제1항에 따른 시정조치명령에 따르지 아니한 자 3. 제32조제4항에 따른 영업의 정지 명령을 위반하여 영업을 계속한 자",3년 이하의 징역,1억원 이하의 벌금,,,,,2026-09-26 06:25
전자상거래 등에서의 소비자보호에 관한 법률,전자상거래법,법률,제42조(벌칙),벌칙(형사처벌),20260721,제42조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 3천만원 이하의 벌금에 처한다. 1. 제12조제1항에 따른 신고를 하지 아니하거나 거짓으로 신고한 자 2. 제24조제8항 및 제9항을 위반하여 소비자피해보상보험계약등을 체결하는 사실 또는 결제대금예치를 이용하도록 하는 사실을 나타내는 표지를 사용하거나 이와 유사한 표지를 제작하거나 사용한 자,,3천만원 이하의 벌금,,,,,2026-09-26 06:25
전자상거래 등에서의 소비자보호에 관한 법률,전자상거래법,법률,제43조(벌칙),벌칙(형사처벌),20260721,제43조(벌칙) 다음 각 호의 어느 하나에 해당하는 자는 1천만원 이하의 벌금에 처한다. 1. 제13조제1항에 따른 사업자의 신원정보에 관하여 거짓 정보를 제공한 자 2. 제13조제2항에 따른 거래조건에 관하여 거짓 정보를 제공한 자,,1천만원 이하의 벌금,,,,,2026-09-26 06:25
전자상거래 등에서의 소비자보호에 관한 법률,전자상거래법,법률,제45조(과태료),과태료,20260721,"제45조(과태료) ① 제32조의4제1항에 따른 임시중지명령을 위반한 자에게는 1억원 이하의 과태료를 부과한다. <신설 2016.3.29, 2026.1.20> ② 사업자 또는 사업자단체가 제1호 또는 제2호의 어느 하나에 해당하는 경우에는 3천만원 이하, 제3호에 해당하는 경우에는 5천만원 이하의 과태료를 부과하고, 사업자 또는 사업자단체의 임원 또는 종업원, 그 밖의 이해관계인이 제1호 또는 제2호의 어느 하나에 해당하는 경우에는 500만원 이하, 제3호에 해당하는 경우에는 1천만원 이하의 과태료를 부과한다. <신설 2018.6.12, 2020.12.29> 1. 제39조제2항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제1호에 따른 출석처분을 받은 당사자 중 정당한 사유 없이 출석하지 아니한 자 2. 제39조제2항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제1항제3호 또는 같은 조 제6항에 따른 보고를 하지 아니하거나 필요한 자료나 물건을 제출하지 아니하거나 거짓으로 보고하거나 거짓 자료나 물건을 제출한 자 3. 제39조제2항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제81조제2항 및 제3항에 따른 조사를 거부ㆍ방해 또는 기피한 자 ③ 다음 각 호의 어느 하나에 해당하는 자에게는 2천만원 이하의 과태료를 부과한다. <개정 2016.3.29, 2018.6.12, 2026.1.20> 1. 제9조의2제1항을 위반하여 소비자피해방지를 위한 사항을 이행하지 아니한 자 1의2. 제18조제2항을 위반하여 재화등의 대금을 환급하지 아니한 자 1의3. 제20조의5제1항을 위반하여 국내대리인을 지정하지 아니한 자 1의4. 제20조의5제2항을 위반하여 국내대리인을 지정한 자 1의5. 제20조의5제3항을 위반하여 같은 항 각 호의 사항을 제출하지 아니하거나 공개하지 아니한 자 1의6. 제20조의5제6항을 위반하여 자료를 제출하지 아니하거나 거짓 자료를 제출한 자 2. 제21조제1항제1호부터 제5호까지의 금지행위 중 어느 하나에 해당하는 행위를 한 자 3. 제8조제4항에 따른 결제수단의 발행자로서 제24조제1항 각 호 외의 부분 단서를 위반하여 소비자피해보상보험계약등을 체결하지 아니한 자 4. 제15조제1항에 따른 선지급식 통신판매업자로서 제24조제2항을 위반한 자 5. 제8조제4항에 따른 결제수단의 발행자로서 제24조제7항을 위반하여 거짓 자료를 제출하고 소비자피해보상보험계약등을 체결한 자 6. 제15조제1항에 따른 선지급식 통신판매업자로서 제24조제7항을 위반하여 거짓 자료를 제출하고 소비자피해보상보험계약등을 체결한 자 7. 제32조의4제2항을 위반하여 공정거래위원회의 요청을 따르지 아니한 자 8. 삭제<2018.6.12> 9. 삭제<2018.6.12> 10. 삭제<2018.6.12> ④ 다음 각 호의 어느 하나에 해당하는 자에게는 1천만원 이하의 과태료를 부과한다. <개정 2016.3.29, 2018.6.12, 2024.2.13, 2026.1.20> 1. 제6조를 위반하여 거래기록을 보존하지 아니하거나 소비자에게 거래기록을 열람ㆍ보존할 수 있는 방법을 제공하지 아니한 자 2. 제10조제1항 또는 제13조제1항에 따른 사업자의 신원정보를 표시하지 아니한 자 3. 제12조제2항 및 제3항에 따른 신고를 하지 아니한 자 4. 제13조제2항을 위반하여 표시ㆍ광고하거나 고지를 하지 아니하거나 계약내용에 관한 서면을 계약자에게 교부하지 아니한 자 5. 제13조제3항을 위반하여 재화등의 거래에 관한 계약을 취소할 수 있다는 내용을 거래 상대방인 미성년자에게 고지하지 아니한 자 5의2. 제13조제6항을 위반하여 소비자의 동의를 받지 아니하거나 소비자에게 고지하지 아니한 자 5의3. 제20조제1항을 위반하여 통신판매의 당사자가 아니라는 사실을 소비자에게 미리 고지하지 아니한 자 5의4. 제20조제2항을 위반하여 통신판매중개의뢰자의 신원정보를 확인하지 아니하거나 소비자에게 제공하지 아니한 자 5의5. 제20조제3항을 위반하여 소비자 불만이나 분쟁의 해결을 위하여 필요한 조치를 취하지 아니한 자 6. 제20조의3제1호가목을 위반하여 제13조제2항제5호에 관한 정보의 제공을 하지 아니한 자 6의2. 제20조의4제1항을 위반하여 개인 간 거래에서 개인 판매자의 신원정보를 확인하지 아니한 자 6의3. 제20조의4제2항을 위반하여 개인 판매자의 신원정보와 거래내역을 제공하지 아니한 자 6의4. 제20조의4제3항을 위반하여 같은 항 각 호의 사항을 이행하지 아니한 자 7. 제21조의2제1항 각 호의 금지행위 중 어느 하나에 해당하는 행위를 한 자 8. 제21조의4제1항을 위반하여 사용후기의 수집 및 처리에 관한 정보를 공개하지 아니한 자 ⑤ 제39조제1항에 따라 준용되는 「독점규제 및 공정거래에 관한 법률」 제66조를 위반하여 질서유지의 명령을 따르지 아니한 자에게는 100만원 이하의 과태료를 부과한다. <신설 2018.6.12, 2020.12.29> ⑥ 제1항부터 제4항까지에 따른 과태료는 공정거래위원회, 시ㆍ도지사 또는 시장ㆍ군수ㆍ구청장이 부과ㆍ징수한다. <개정 2016.3.29, 2018.6.12> ⑦ 제5항에 따른 과태료는 공정거래위원회가 부과ㆍ징수한다. <신설 2018.6.12> ⑧ 제1항부터 제5항까지에 따른 과태료의 부과기준은 대통령령으로 정한다. <신설 2018.6.12>",,,1억원 이하의 과태료 / 5천만원 이하의 과태료 / 1천만원 이하의 과태료 / 2천만원 이하의 과태료 / 100만원 이하의 과태료,,,,2026-09-26 06:25
전자상거래 등에서의 소비자보호에 관한 법률,전자상거래법,법률,제46조(과태료에 관한 규정 적용의 특례),과태료,20260721,제46조(과태료에 관한 규정 적용의 특례) 제45조의 과태료에 관한 규정을 적용할 때 제34조에 따라 과징금을 부과한 행위에 대해서는 과태료를 부과할 수 없다.,,,,,,,2026-09-26 06:25
전자상거래 등에서의 소비자보호에 관한 법률 시행령,전자상거래법 시행령,대통령령,제37조(과징금 징수절차),과징금,20260721,제37조(과징금 징수절차) ① 공정거래위원회는 과징금을 부과할 때에는 그 위반행위의 종류와 과징금의 금액 등을 분명하게 적은 서면으로 알려야 한다. ② 제1항에 따라 통지를 받은 자는 통지를 받은 날부터 60일 이내에 공정거래위원회가 정하는 수납기관에 과징금을 내야 한다. <개정 2023.12.12>,,,,,,,2026-09-26 06:25
